codigo_ine,objetivo_aue,promedio_indice,n_indicadores,periodo_max
43093,4,60.888160303333336,12,2025
43093,5,54.46719511142857,7,2025
43093,6,64.93186883999999,2,2024
43094,1,34.30844341635,8,2025
43094,2,60.06256925375,8,2025
43094,3,50.23049757675555,9,2025
43094,4,71.67096995166666,12,2025
43094,5,69.09102347857143,7,2025
43094,6,61.551572045,2,2024
43095,1,30.586637470666663,12,2026
43095,2,82.679573535,8,2025
43095,3,55.31245053599999,10,2025
43095,4,69.08198095583333,12,2025
43095,5,46.235056373666666,9,2025
43095,6,82.084935535,2,2024
43096,1,58.265958928749995,8,2025
43096,2,88.517590795,6,2025
43096,3,85.42570296666666,9,2025
43096,4,66.63639069,12,2025
43096,5,40.66680171571428,7,2025
43096,6,40.02076923,2,2024
43097,1,45.89469668375,8,2025
43097,2,74.68898575,8,2025
43097,3,61.07793828333334,9,2025
43097,4,74.0375957575,12,2025
43097,5,73.44369830000001,7,2025
43097,6,50.0,2,2024
43098,1,49.269036615000005,8,2025
43098,2,80.04995325875001,8,2025
43098,3,70.19880537,9,2025
43098,4,82.314971215,12,2025
43098,5,64.84266620857143,7,2025
43098,6,49.041384615,2,2024
43099,1,31.777881475,6,2025
43099,2,70.25517020166667,6,2025
43099,3,68.90187984333335,9,2025
43099,4,65.75287508545455,11,2025
43099,5,55.76835218714286,7,2025
43099,6,0.0,1,2024
43100,1,27.771742296750002,12,2026
43100,2,89.22165976625,8,2025
43100,3,55.583785722799995,10,2025
43100,4,77.86671078333333,12,2025
43100,5,64.71702323777778,9,2025
43100,6,60.29608686,2,2024
43101,1,42.86127116442857,7,2025
43101,2,75.52470214166667,6,2025
43101,3,83.389980239,9,2025
43101,4,76.0715177375,12,2025
43101,5,45.49798217428572,7,2025
43101,6,50.0,2,2024
43102,1,39.21760655625,8,2025
43102,2,75.53823737875,8,2025
43102,3,72.92427979888889,9,2025
43102,4,72.11072303,12,2025
43102,5,55.79514446857143,7,2025
43102,6,50.0,2,2024
43103,1,24.775042490333334,12,2026
43103,2,78.70350853375,8,2025
43103,3,59.43710303,10,2025
43103,4,64.204121175,12,2025
43103,5,31.28151825888889,9,2025
43103,6,91.071703235,2,2024
43104,1,39.571423074444446,9,2025
43104,2,77.1316287625,8,2025
43104,3,67.01446347,9,2025
43104,4,60.631635163846155,13,2025
43104,5,53.316683555714285,7,2025
43104,6,42.96856303,2,2024
43105,1,58.351317371666674,6,2025
43105,2,84.95225320833333,6,2025
43105,3,76.69308583,8,2025
43105,4,78.45013923545456,11,2025
43105,5,71.507923525,6,2025
43105,6,29.72030769,2,2024
43106,1,47.10359927,8,2025
43106,2,77.82512085875,8,2025
43106,3,70.88828240000001,9,2025
43106,4,80.0551234275,12,2025
43106,5,69.4976832243643,7,2025
43106,6,50.0,2,2024
43107,1,40.3384199525,8,2025
43107,2,82.25314713925,8,2025
43107,3,71.60033175555556,9,2025
43107,4,75.52971216916667,12,2025
43107,5,63.18189068057143,7,2025
43107,6,50.0,2,2024
43108,1,27.950577357111108,9,2025
43108,2,70.923377405,8,2025
43108,3,56.999700372111114,9,2025
43108,4,61.484118797307694,13,2025
43108,5,37.15671566428572,7,2025
43108,6,49.472907175,2,2024
43109,1,18.822742813583336,12,2026
43109,2,81.61476842249999,8,2025
43109,3,50.226223021600006,10,2025
43109,4,58.96937604908334,12,2025
43109,5,33.99317925455556,9,2025
43109,6,100.0,2,2024
43110,1,47.293084345,8,2025
43110,2,53.35189782016667,6,2025
43110,3,68.90358440455556,9,2025
43110,4,68.09306910091667,12,2025
43110,5,47.42409301285714,7,2025
43110,6,50.0,2,2024
43111,1,36.4263942966125,8,2025
43111,2,70.40481727375,8,2025
43111,3,55.98733798977778,9,2025
43111,4,69.85145565166667,12,2025
43111,5,61.325077318571424,7,2025
43111,6,72.93836236,2,2024
43112,1,48.718938262375005,8,2025
43112,2,84.26604437166667,6,2025
43112,3,80.14264808222222,9,2025
43112,4,79.44537336991667,12,2025
43112,5,65.68518286414286,7,2025
43112,6,48.46153846,2,2024
43113,1,59.36520719875,8,2025
43113,2,69.7131878275,8,2025
43113,3,72.50161341124999,8,2025
43113,4,81.45631276249999,12,2025
43113,5,74.55271702857144,7,2025
43113,6,64.82753152,2,2024
43114,1,50.45347022,8,2025
43114,2,84.48919512666667,6,2025
43114,3,78.95231473777778,9,2025
43114,4,79.1573709725,12,2025
43114,5,66.65698188142856,7,2025
43114,6,33.60776923,2,2024
43115,1,36.69652960857143,7,2025
43115,2,75.490926485,6,2025
43115,3,78.09363409625,8,2025
43115,4,78.81120247,12,2025
43115,5,56.574014258714286,7,2025
43115,6,42.97246154,2,2024
43116,1,40.7490566475,8,2025
43116,2,75.96090244375,8,2025
43116,3,82.12013780444444,9,2025
43116,4,69.07476745583334,12,2025
43116,5,46.58995076714286,7,2025
43116,6,75.607781045,2,2024
43117,1,63.41609577571428,7,2025
43117,2,67.69077284833334,6,2025
43117,3,82.83153193222222,9,2025
43117,4,76.1049634275,12,2025
43117,5,61.117178169999995,7,2025
43117,6,49.66969231,2,2024
43118,1,50.33744219044444,9,2025
43118,2,61.774825248875004,8,2025
43118,3,68.50388393899999,9,2025
43118,4,63.83028058776923,13,2025
43118,5,64.07612706571429,7,2025
43118,6,49.122923075,2,2024
43119,1,28.437662778142858,7,2025
43119,2,84.17280525875,8,2025
43119,3,68.56486518925,8,2025
43119,4,63.694082621999996,12,2025
43119,5,24.456594835371426,7,2025
43119,6,72.041167155,2,2024
43120,1,35.97686466375,8,2025
43120,2,45.86108441625,8,2025
43120,3,50.42409763888889,9,2025
43120,4,36.435671910416666,12,2025
43120,5,51.32717331642857,7,2025
43120,6,0.0,2,2024
43121,1,29.99182595,8,2025
43121,2,66.91768287625,8,2025
43121,3,65.68385156777778,9,2025
43121,4,62.98668601916666,12,2025
43121,5,64.60577198428571,7,2025
43121,6,19.652076925,2,2024
43122,1,58.18675302875,8,2025
43122,2,72.21579785,6,2025
43122,3,80.50578062555556,9,2025
43122,4,71.2014634775,12,2025
43122,5,66.16844364428572,7,2025
43122,6,42.112923075,2,2024
43123,1,28.73100123093333,15,2026
43123,2,66.001116635,8,2025
43123,3,46.3655808588,10,2025
43123,4,55.9124013542,15,2025
43123,5,38.55362339515385,13,2025
43123,6,70.133340875,2,2024
43124,1,44.109295221428575,7,2025
43124,2,58.11802153625,8,2025
43124,3,59.04383964666666,9,2025
43124,4,61.10111751916667,12,2025
43124,5,37.88178788,7,2025
43124,6,78.21603588,2,2024
43125,1,47.977093388571426,7,2025
43125,2,66.58807108125,8,2025
43125,3,68.82599259888889,9,2025
43125,4,79.896961525,12,2025
43125,5,71.92714247571429,7,2025
43125,6,50.0,2,2024
43126,1,38.266284394875,8,2025
43126,2,85.23452932375,8,2025
43126,3,64.45187588911111,9,2025
43126,4,73.67121019133333,12,2025
43126,5,64.5538521422857,7,2025
43126,6,56.02092287,2,2024
43127,1,37.478190725522225,9,2025
43127,2,77.91040294375,8,2025
43127,3,55.78581610063333,9,2025
43127,4,77.9882258023077,13,2025
43127,5,85.23974644571429,7,2025
43127,6,49.302415205,2,2024
43128,1,39.17658092585714,7,2025
43128,2,76.04490642,8,2025
43128,3,58.84992583011111,9,2025
43128,4,77.72092084666666,12,2025
43128,5,72.36200021857142,7,2025
43128,6,49.60769231,2,2024
43129,1,35.563256213923076,13,2026
43129,2,83.60764476375,8,2025
43129,3,55.265864127600004,10,2025
43129,4,71.23391305869231,13,2025
43129,5,59.245142819555554,9,2025
43129,6,61.719068085,2,2024
43130,1,35.90130577125,8,2025
43130,2,70.48691382666667,6,2025
43130,3,68.16474770111111,9,2025
43130,4,75.81522682833334,12,2025
43130,5,56.05936244857143,7,2025
43130,6,49.487153845,2,2024
43131,1,46.41931975325,8,2025
43131,2,71.88469114,8,2025
43131,3,63.53516552066666,9,2025
43131,4,60.58435341461538,13,2025
43131,5,41.740912581428574,7,2025
43131,6,92.84505768,2,2024
43132,1,40.850378735,8,2025
43132,2,62.437131484999995,8,2025
43132,3,52.977567103333335,9,2025
43132,4,50.78181262416667,12,2025
43132,5,32.849443425714284,7,2025
43132,6,56.198349470000004,2,2024
43133,1,40.462412335375,8,2025
43133,2,71.67075273125,8,2025
43133,3,58.86537154866667,9,2025
43133,4,60.8449595765,12,2025
43133,5,48.613377468571436,7,2025
43133,6,58.37031129500001,2,2024
43134,1,37.46539185591667,12,2026
43134,2,71.2069362633,6,2025
43134,3,62.395597722000005,10,2025
43134,4,77.66038087333334,12,2025
43134,5,45.85004375442222,9,2025
43134,6,50.0,2,2024
43135,1,54.132978722857146,7,2025
43135,2,67.6484771775,8,2025
43135,3,79.19898163250001,8,2025
43135,4,73.25276979166667,12,2025
43135,5,62.30543997142858,7,2025
43135,6,51.975872599999995,2,2024
43136,1,47.158949201666665,6,2025
43136,2,64.786462965,8,2025
43136,3,66.57825367666666,9,2025
43136,4,72.16491970454545,11,2025
43136,5,62.63520592166666,6,2025
43136,6,100.0,1,2024
43137,1,39.833997812875005,8,2025
43137,2,75.4469589775,8,2025
43137,3,62.86166792255556,9,2025
43137,4,75.278502145,12,2025
43137,5,71.45801715285714,7,2025
43137,6,63.128306370000004,2,2024
43138,1,25.3236711734,9,2025
43138,2,71.79794374,8,2025
43138,3,54.596342537111106,9,2025
43138,4,60.97709802538462,13,2025
43138,5,50.79572760957143,7,2025
43138,6,56.803190615,2,2024
43139,1,42.5815276925125,8,2025
43139,2,76.92172029625,8,2025
43139,3,58.055464913011114,9,2025
43139,4,74.79219631475,12,2025
43139,5,67.2372650442857,7,2025
43139,6,75.151549425,2,2024
43140,1,35.20858780625,8,2025
43140,2,67.43930441625,8,2025
43140,3,51.849835081777776,9,2025
43140,4,71.97196809383333,12,2025
43140,5,61.05312537357143,7,2025
43140,6,70.41992762,2,2024
43141,1,42.75937170833333,6,2025
43141,2,72.37074713366667,6,2025
43141,3,87.15385423,8,2025
43141,4,66.65211503666667,12,2025
43141,5,29.365762671714286,7,2025
43141,6,44.80469231,2,2024
43142,1,46.5522384,8,2025
43142,2,80.445513925,8,2025
43142,3,60.30680190766667,9,2025
43142,4,64.44980971075,12,2025
43142,5,72.41585120571429,7,2025
43142,6,63.794256974999996,2,2024
43143,1,46.684615145,6,2025
43143,2,79.495409396,5,2025
43143,3,80.35528413285715,7,2025
43143,4,68.662181327,10,2025
43143,5,44.620249244285716,7,2025
43143,6,0.0,1,2024
43144,1,32.81154701,12,2026
43144,2,83.3966866875,8,2025
43144,3,56.055130382200005,10,2025
43144,4,72.89424744041666,12,2025
43144,5,58.43820192066667,9,2025
43144,6,57.23874689,2,2024
43145,1,35.44409317099167,12,2026
43145,2,81.29339988875,8,2025
43145,3,58.369563372490006,10,2025
43145,4,73.80629158333333,12,2025
43145,5,46.38903168,9,2025
43145,6,61.607434045,2,2024
43146,1,39.20412723,7,2025
43146,2,55.436095694,5,2025
43146,3,58.50978208,7,2025
43146,4,63.93485728363637,11,2025
43146,5,67.3613119857143,7,2025
43146,6,49.00746154,2,2024
43147,1,35.213179255,8,2025
43147,2,85.88277510875,8,2025
43147,3,70.64500166333333,9,2025
43147,4,72.49668959750001,12,2025
43147,5,61.145319911428565,7,2025
43147,6,50.0,2,2024
43148,1,28.250861587,15,2026
43148,2,67.19836828,8,2025
43148,3,50.7439126677,10,2025
43148,4,56.672601436,15,2025
43148,5,44.78408895654545,11,2025
43148,6,75.914725175,2,2024
43149,1,40.72397413428571,7,2025
43149,2,72.76881270125,8,2025
43149,3,65.79341362444444,9,2025
43149,4,62.051810895833334,12,2025
43149,5,58.75554276671429,7,2025
43149,6,38.76876923,2,2024
43150,1,32.534870187625,8,2025
43150,2,75.45123537875,8,2025
43150,3,67.9305567301111,9,2025
43150,4,65.70439229083333,12,2025
43150,5,51.29568293057143,7,2025
43150,6,41.821504479999994,2,2024
43151,1,55.12100511,7,2025
43151,2,73.032983525,6,2025
43151,3,81.94644884888889,9,2025
43151,4,78.28745539833334,12,2025
43151,5,71.62931010857143,7,2025
43151,6,48.730384615,2,2024
43152,1,44.09170843457143,7,2025
43152,2,70.674385359625,8,2025
43152,3,56.03845280366667,9,2025
43152,4,69.92643220175,12,2025
43152,5,78.96300340242858,7,2025
43152,6,49.256846155,2,2024
43153,1,24.07319829923077,13,2026
43153,2,66.1390065875,8,2025
43153,3,52.806442163300005,10,2025
43153,4,64.1364647326154,13,2025
43153,5,46.15752348677778,9,2025
43153,6,73.710812035,2,2024
43154,1,61.0375905525,8,2025
43154,2,70.89766202833333,6,2025
43154,3,77.21151409666668,9,2025
43154,4,68.35775668000001,12,2025
43154,5,56.798439651428566,7,2025
43154,6,50.0,2,2024
43155,1,37.302689250111115,9,2025
43155,2,58.91843989375,8,2025
43155,3,52.503428,9,2025
43155,4,54.190838169923076,13,2025
43155,5,45.85479850571429,7,2025
43155,6,66.55198883,2,2024
43156,1,44.0187505234,9,2025
43156,2,61.70693478,8,2025
43156,3,50.855179080511114,9,2025
43156,4,57.52164000384615,13,2025
43156,5,57.67114952714286,7,2025
43156,6,68.19701425,2,2024
43157,1,50.071519295,8,2025
43157,2,68.81813760333334,6,2025
43157,3,74.03345942888889,9,2025
43157,4,68.7477336425,12,2025
43157,5,58.32788999171429,7,2025
43157,6,50.0,2,2024
43158,1,40.17585512857143,7,2025
43158,2,65.08274991833333,6,2025
43158,3,77.89002283375,8,2025
43158,4,66.98957681816667,12,2025
43158,5,41.65669246542857,7,2025
43158,6,50.0,2,2024
43159,1,48.800448001250004,8,2025
43159,2,50.942857142,5,2025
43159,3,76.62601544625,8,2025
43159,4,66.28092961,11,2025
43159,5,28.253156935714287,7,2025
43159,6,50.0,2,2024
43160,1,31.113432763153845,13,2026
43160,2,79.28735653125,8,2025
43160,3,52.84501072209999,10,2025
43160,4,64.91460330092308,13,2025
43160,5,41.431907291111116,9,2025
43160,6,57.785350320000006,2,2024
43161,1,29.57760396773077,13,2026
43161,2,60.20185484625,8,2025
43161,3,49.93232042735,10,2025
43161,4,63.168764526000004,13,2025
43161,5,44.517192890888886,9,2025
43161,6,65.69339516,2,2024
43162,1,47.9330374504,10,2025
43162,2,73.306101415,8,2025
43162,3,72.44888637377778,9,2025
43162,4,59.08242112866667,15,2025
43162,5,48.41935694333333,9,2025
43162,6,82.93870165,2,2024
43163,1,30.96423345044444,9,2025
43163,2,62.571233271249994,8,2025
43163,3,57.81167833666666,9,2025
43163,4,58.84879167623077,13,2025
43163,5,49.50146792957143,7,2025
43163,6,77.33340873,2,2024
43164,1,49.001296088749996,8,2025
43164,2,71.3337733175,8,2025
43164,3,70.55822245666667,9,2025
43164,4,69.10349979,12,2025
43164,5,63.79596008142857,7,2025
43164,6,49.08423077,2,2024
43165,1,43.54722779375,8,2025
43165,2,74.537300155,8,2025
43165,3,66.33407547,9,2025
43165,4,72.60870270416667,12,2025
43165,5,60.44535247142857,7,2025
43165,6,54.2976702105,2,2024
43166,1,27.317291627812498,12,2026
43166,2,81.4616228725,8,2025
43166,3,57.3503871498,10,2025
43166,4,71.516139111,12,2025
43166,5,43.36448687933333,9,2025
43166,6,61.92807057,2,2024
43167,1,52.030174592222224,9,2025
43167,2,85.75407587,8,2025
43167,3,78.3023650611111,9,2025
43167,4,77.68771993071428,14,2025
43167,5,73.3459053,9,2025
43167,6,37.872846155,2,2024
43168,1,70.89408681875,8,2025
43168,2,64.48712899499999,6,2025
43168,3,87.01352141666666,9,2025
43168,4,73.94940626666667,12,2025
43168,5,60.71581691,7,2025
43168,6,44.642846155,2,2024
43169,1,33.998030086,7,2025
43169,2,75.42190568875,8,2025
43169,3,75.57642958666666,9,2025
43169,4,73.82149411181818,11,2025
43169,5,47.40009473285714,7,2025
43169,6,0.0,1,2024
43170,1,35.519289629750006,8,2025
43170,2,60.10319104,8,2025
43170,3,50.758173750888886,9,2025
43170,4,66.26405243416667,12,2025
43170,5,58.61643396285714,7,2025
43170,6,70.15573399499999,2,2024
43171,1,22.77235563823077,13,2026
43171,2,69.71573660375,8,2025
43171,3,57.889095393000005,10,2025
43171,4,64.53757320876923,13,2025
43171,5,20.516876733444445,9,2025
43171,6,68.27968785499999,2,2024
43172,1,29.823747087375,8,2025
43172,2,59.21133804666667,6,2025
43172,3,59.09627787555556,9,2025
43172,4,64.5065037525,12,2025
43172,5,63.51346068285714,7,2025
43172,6,65.282198475,2,2024
43173,1,68.15789211250001,8,2025
43173,2,67.86309725666666,6,2025
43173,3,75.7726218188889,9,2025
43173,4,72.31272314666667,12,2025
43173,5,62.70851591142856,7,2025
43173,6,50.0,2,2024
43174,1,62.256074725000005,8,2025
43174,2,66.87240741833334,6,2025
43174,3,76.67662430555555,9,2025
43174,4,80.3951165575,12,2025
43174,5,71.24891663857143,7,2025
43174,6,50.0,2,2024
43175,1,60.00820370875,8,2025
43175,2,76.8533528975,8,2025
43175,3,73.96693815555555,9,2025
43175,4,76.02678063083333,12,2025
43175,5,63.24070071,7,2025
43175,6,48.014533050500006,2,2024
43176,1,47.34890449625,8,2025
43176,2,75.09051162125,8,2025
43176,3,84.51302087333333,9,2025
43176,4,76.37790825666666,12,2025
43176,5,54.25128609857143,7,2025
43176,6,49.282384615,2,2024
43177,1,27.7110391545,8,2025
43177,2,67.98379076,6,2025
43177,3,60.69727294722222,9,2025
43177,4,63.3914211075,12,2025
43177,5,67.43201543,7,2025
43177,6,22.34253846,2,2024
43178,1,22.446464317666667,12,2026
43178,2,79.9238179925,8,2025
43178,3,63.674899333,10,2025
43178,4,78.6289146225,12,2025
43178,5,45.165734027333336,9,2025
43178,6,71.692151095,2,2024
43901,1,28.415679306677774,9,2025
43901,2,74.35583511875001,8,2025
43901,3,56.188171247777774,9,2025
43901,4,54.14913655723077,13,2025
43901,5,50.60140866371429,7,2025
43901,6,61.777047295,2,2024
43902,1,39.97068660514286,7,2025
43902,2,69.11864656375,8,2025
43902,3,59.59155800177777,9,2025
43902,4,63.58864372583333,12,2025
43902,5,54.58514228571429,7,2025
43902,6,63.937958155000004,2,2024
43903,1,35.8262523585,8,2025
43903,2,74.7932801075,8,2025
43903,3,52.24684763333333,9,2025
43903,4,58.81640752083334,12,2025
43903,5,58.06907362571429,7,2025
43903,6,47.545251839500004,2,2024
43904,1,26.133223414657145,7,2025
43904,2,68.16540271375,8,2025
43904,3,55.219811895844444,9,2025
43904,4,63.922291165833336,12,2025
43904,5,47.42521038428571,7,2025
43904,6,55.536697925,2,2024
43905,1,23.118370639333335,12,2026
43905,2,73.65010302125,8,2025
43905,3,49.446769902,10,2025
43905,4,60.26498386166667,12,2025
43905,5,30.146848447555556,9,2025
43905,6,83.41054059999999,2,2024
43906,1,29.405799457571426,7,2025
43906,2,72.59715216875,8,2025
43906,3,61.01243662699999,9,2025
43906,4,63.874561523333334,12,2025
43906,5,40.00294615842857,7,2025
43906,6,81.0309493,2,2024
43907,1,18.32191720130769,13,2026
43907,2,74.38580304875,8,2025
43907,3,53.4828503643,10,2025
43907,4,60.08563265746154,13,2025
43907,5,35.36174301222222,9,2025
43907,6,98.52047048,2,2024
